,S5_1,S5_2,S5_3,S5_4,S5_5,S5_6,S5_7,S5_8,
ASV_23691,4.12E-05,0,2.06E-05,0,2.06E-05,2.06E-05,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Thioprofundaceae;g__Thioprofundum
ASV_23714,2.06E-05,0,0,0,2.06E-05,0,0,0,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella
ASV_7673,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Kofleriaceae;g__Kofleria
ASV_7896,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__Parahaliea
ASV_8250,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae
ASV_8351,0,0,0,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria
ASV_8615,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella
ASV_8642,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillales_incertae_sedis;g__Alkalimarinus
ASV_8678,2.06E-05,0.000164687,0.000226445,8.23E-05,0,8.23E-05,2.06E-05,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium
ASV_8828,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodovulum
ASV_8835,0,0,0,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria
ASV_8849,0,2.06E-05,0,0,0,4.12E-05,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium
ASV_8862,2.06E-05,0,0.000164687,0,0,2.06E-05,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingosinicellaceae;g__Sphingosinicella
ASV_8982,0,0,0.000226445,0.00024703,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
ASV_9022,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__Desulfobulbus
ASV_9065,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales
ASV_9068,0,0,0,0,0,0,0,0,k__Bacteria;p__Gemmatimonadetes;c__Longimicrobia;o__Longimicrobiales;f__Longimicrobiaceae;g__Longimicrobium
ASV_9072,0,6.18E-05,0,0,2.06E-05,0,2.06E-05,0,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp7;g__Gp7
ASV_9101,0.000391132,0,0,0,2.06E-05,0,4.12E-05,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Asprobacter
ASV_9139,0,2.06E-05,2.06E-05,0,2.06E-05,0,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Curvibacter
ASV_9155,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Thauera
ASV_9216,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfatibacillum
ASV_9324,0,0,0,0,0,0,0,0,k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Marispirochaeta
ASV_9369,2.06E-05,0,0,0,0,0,0,0.000164687,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp25;g__Gp25
ASV_9427,0,0,0,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria
ASV_9472,0,0,0,0,0,0,2.06E-05,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium
ASV_9547,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter
ASV_9564,0,0.000102929,2.06E-05,0,6.18E-05,0,2.06E-05,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae
ASV_9573,2.06E-05,0,2.06E-05,0,0,8.23E-05,6.18E-05,2.06E-05,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio
ASV_9645,0,6.18E-05,6.18E-05,4.12E-05,0,0,0.00024703,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Thioprofundaceae;g__Thioprofundum
ASV_9670,0,0,0,0,0,2.06E-05,8.23E-05,2.06E-05,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
ASV_9759,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae
ASV_9762,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Kofleriaceae;g__Kofleria
ASV_9901,0,0,2.06E-05,0,0,0,8.23E-05,0,k__Bacteria;p__Actinobacteria
ASV_9927,0,0,0,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Saccharothrix
ASV_9943,0,0,0,0,0,0,4.12E-05,0,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3
ASV_9972,0,0,0,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Geodermatophilales;f__Geodermatophilaceae;g__Blastococcus
ASV_10189,0,0,0,0,0,0,0,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
ASV_10340,0,0,0,0,0,0,0,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
ASV_10368,0,4.12E-05,0,0,0,0.000123515,6.18E-05,0.000205859,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales
ASV_10415,0.000185273,2.06E-05,8.23E-05,8.23E-05,0.000102929,2.06E-05,2.06E-05,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae
ASV_10439,8.23E-05,0,0.000205859,0.000144101,8.23E-05,6.18E-05,4.12E-05,0,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella
ASV_10490,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae
ASV_10562,0,0,0,0,0,0,0,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales
ASV_10571,0,0,0,0,0,0,0,0,k__Bacteria
ASV_10802,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Pelobacter
ASV_10922,0,0.00024703,0,0,0,0.000102929,0.000267616,0,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas
ASV_10944,2.06E-05,6.18E-05,2.06E-05,8.23E-05,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Dongia
ASV_11130,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales
ASV_11149,0,0,0,0,0,0,0,0,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3
ASV_11242,0,0,0,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella
ASV_11257,0,0,0,0,0,0,2.06E-05,0,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella
ASV_11337,0,0,0,0,2.06E-05,0,2.06E-05,0.000267616,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp10;g__Gp10
ASV_11444,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__Salinirepens
ASV_11461,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Oceaniserpentilla
ASV_11471,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Amorphaceae;g__Amorphus
ASV_11481,0,0,0,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae
ASV_11576,0,0,0,0,2.06E-05,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria_incertae_sedis;g__Acidibacter
ASV_11582,0.000144101,0.000123515,8.23E-05,0.000102929,0.000102929,0,0,0,k__Bacteria;p__Firmicutes
ASV_11603,0,0.000123515,0,0,6.18E-05,0,0.000102929,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Gallionellaceae;g__Sideroxydans
ASV_11663,4.12E-05,0,0.000535233,0,0.000638162,0,0,4.12E-05,k__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__Bacteriovorax
ASV_11958,0,6.18E-05,4.12E-05,2.06E-05,0,0.000123515,0,2.06E-05,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
ASV_12003,0,0,0,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella
ASV_12004,2.06E-05,0,0,0,0,0,0,0,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Roseisolibacter
ASV_12397,0,0,0,0,0,0,0,0,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas
ASV_12462,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Aromatoleum
ASV_12606,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Thalassospiraceae;g__Magnetospira
ASV_12667,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Azospirillaceae
ASV_12698,0.000123515,0.000102929,0,0,2.06E-05,0,6.18E-05,4.12E-05,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Nevskiaceae
ASV_12699,0.000288202,0.000123515,4.12E-05,0,0.000123515,0,0.000205859,0.000144101,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Nevskiaceae;g__Solimonas
ASV_12719,0,0,0,0,0,2.06E-05,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter
ASV_12770,0,2.06E-05,0,2.06E-05,0,4.12E-05,4.12E-05,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales
ASV_12802,0,0,4.12E-05,0,0,0,0,0,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp16;g__Gp16
ASV_12873,0,0,0,0,0,0,0,0,k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Thermodesulfovibrio
ASV_12987,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__Desulfobulbus
ASV_13183,0.000102929,0,0,0,2.06E-05,0,2.06E-05,0,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella
ASV_13193,0,0,0,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides
ASV_13205,0,0,0,0,0,0,0,4.12E-05,k__Bacteria
ASV_13648,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella
ASV_13657,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Thioprofundaceae;g__Thioprofundum
ASV_13672,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter
ASV_13865,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfatitalea
ASV_14089,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae;g__Aestuariispira
ASV_14094,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Thalassospiraceae;g__Magnetovibrio
ASV_14293,0,2.06E-05,2.06E-05,0,4.12E-05,2.06E-05,6.18E-05,8.23E-05,k__Bacteria;p__Acidobacteria
ASV_14316,4.12E-05,8.23E-05,4.12E-05,4.12E-05,4.12E-05,0,0,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium
ASV_14406,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae
ASV_14616,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Oceaniserpentilla
ASV_14688,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae
ASV_14734,6.18E-05,0.000102929,6.18E-05,0.000102929,8.23E-05,2.06E-05,0,2.06E-05,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp22;g__Gp22
ASV_15219,0,0,0,0,0,0,0,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales
ASV_15255,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodovibrionaceae
ASV_15365,2.06E-05,0,2.06E-05,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Saprospiraceae;g__Phaeodactylibacter
ASV_15426,0,0,0,0,0,0,0,0,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Roseisolibacter
ASV_15430,0,0,0,0,0,0,0,0,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas
ASV_15504,0,8.23E-05,8.23E-05,2.06E-05,2.06E-05,2.06E-05,2.06E-05,2.06E-05,k__Bacteria
ASV_15570,2.06E-05,0,0,2.06E-05,0,4.12E-05,0,2.06E-05,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella
ASV_15662,0,2.06E-05,2.06E-05,0,8.23E-05,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria_incertae_sedis;g__Acidibacter
ASV_15694,0,0,0,0,0,0,0,0,k__Bacteria;p__Firmicutes;c__Clostridia
ASV_15805,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria
ASV_16186,0,8.23E-05,6.18E-05,0,2.06E-05,0,2.06E-05,2.06E-05,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Deltaproteobacteria_incertae_sedis;g__Dissulfurirhabdus
ASV_16508,0,0,0,0,0,0,2.06E-05,0,k__Bacteria;p__Acidobacteria
ASV_16588,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae
ASV_16795,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella
ASV_16866,0.000102929,0.000391132,4.12E-05,2.06E-05,2.06E-05,6.18E-05,0.000164687,0.000267616,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3
ASV_17972,0,0,0,0,0,0,0,2.06E-05,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Marinobacterium
ASV_18359,0,0,0,0,0,2.06E-05,0,0,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter
ASV_18588,0,0,0,4.12E-05,0,0,0.000473475,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria
ASV_18664,0,2.06E-05,4.12E-05,0,2.06E-05,0,6.18E-05,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae
ASV_18831,0.000102929,6.18E-05,0.000308788,0.000391132,0.000123515,2.06E-05,2.06E-05,2.06E-05,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter
ASV_18877,6.18E-05,4.12E-05,0.00034996,0.000123515,0.00024703,0,0,0.000185273,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Kofleriaceae;g__Kofleria
ASV_19083,0,4.12E-05,0,0,0,4.12E-05,6.18E-05,2.06E-05,k__Bacteria;p__Armatimonadetes;g__Armatimonadetes_gp5
ASV_19149,0,0,0,0,0,0,0,0,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp10;g__Gp10
ASV_19208,0.000102929,4.12E-05,0,2.06E-05,2.06E-05,0,0,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Lawsonibacter
ASV_19405,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella
ASV_19462,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Pelobacter
ASV_19845,2.06E-05,8.23E-05,0.000164687,4.12E-05,0,4.12E-05,0.000123515,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
ASV_20087,0,6.18E-05,0.000205859,0,0,4.12E-05,0.000102929,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Sterolibacteriaceae;g__Georgfuchsia
ASV_20792,4.12E-05,0.000102929,4.12E-05,0,4.12E-05,0,4.12E-05,4.12E-05,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3
ASV_20874,0,4.12E-05,0,6.18E-05,2.06E-05,6.18E-05,0.000205859,0.000123515,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Caballeronia
ASV_20972,0,4.12E-05,0.000102929,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter
ASV_21098,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Phaselicystidaceae;g__Phaselicystis
ASV_21566,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvularculales;f__Parvularculaceae;g__Hyphococcus
ASV_22372,0,2.06E-05,0,2.06E-05,4.12E-05,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas
ASV_22422,0,0,2.06E-05,0,0,0,0,2.06E-05,k__Bacteria;p__Verrucomicrobia;c__Subdivision3;g__Subdivision3_genera_incertae_sedis
ASV_22646,0,0,0,0,0,0,0,0,k__Bacteria;p__Verrucomicrobia;c__Subdivision3;g__Subdivision3_genera_incertae_sedis
ASV_22720,0,0.000102929,2.06E-05,0,0,4.12E-05,0.000144101,2.06E-05,k__Bacteria;p__Actinobacteria;c__Actinobacteria
ASV_22875,0,0,0,0,0,0,0,4.12E-05,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales
ASV_23466,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfosarcina
ASV_7303,0,0,0,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae
ASV_7891,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfatiglans
ASV_7924,0,0,0,0,0,0,0,0,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp1;g__Gp1
ASV_8211,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria
ASV_8215,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Thiohalomonas
ASV_8373,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
ASV_8400,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Pustulibacterium
ASV_8420,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Thalassospiraceae;g__Magnetovibrio
ASV_8426,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudohalocynthiibacter
ASV_8725,0,0,0,0,0,0,0,0,k__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales
ASV_8839,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Fulvivirgaceae;g__Fulvivirga
ASV_8884,0.000617576,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Asprobacter
ASV_8912,2.06E-05,0,0,0,0,0.000102929,0,0.000144101,k__Bacteria;p__Latescibacteria;g__Latescibacteria_genera_incertae_sedis
ASV_8958,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Amorphaceae;g__Amorphus
ASV_8975,2.06E-05,0,2.06E-05,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
ASV_9170,2.06E-05,0,0,2.06E-05,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Gallionellaceae
ASV_9262,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Lewinellaceae;g__Lewinella
ASV_9394,4.12E-05,0,0,0,0,0,0,0,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp17;g__Gp17
ASV_9460,0,0,0,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella
ASV_9528,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Thioalkalispiraceae;g__Endothiovibrio
ASV_9540,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Colwelliaceae;g__Thalassotalea
ASV_9629,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium
ASV_9683,0,0,0,0,0,0,0,0,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
ASV_9689,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae
ASV_9733,0,0,0,0,0,0,0,0,k__Bacteria;p__Gemmatimonadetes;c__Longimicrobia;o__Longimicrobiales;f__Longimicrobiaceae;g__Longimicrobium
ASV_9735,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae
ASV_9850,0,0,0,0,0,0,0,0,k__Bacteria
ASV_9859,0,0,0,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Rhizocola
ASV_9907,0,0,0,0,0,0,0,0,k__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae
ASV_9923,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae
ASV_9944,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Kofleriaceae;g__Kofleria
ASV_9953,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__Chondromyces
ASV_9971,0,0,2.06E-05,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Thermomonosporaceae
ASV_9999,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae
ASV_10002,0,0,0,0,0,0,0,0,k__Bacteria;p__Firmicutes;c__Clostridia
ASV_10019,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfosalsimonas
ASV_10057,2.06E-05,0,6.18E-05,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Pseudorhodoplanes
ASV_10077,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae
ASV_10084,0.000226445,0,2.06E-05,0,4.12E-05,0,2.06E-05,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae
